,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
2613,thank send mental abil question,ham,7,49,1,0,0
2614,sir hope day go smoothli realli hope wont bother bill settl month extra cash know challeng time also let know,ham,53,243,4,0,0
2615,marrow wed lt gt aha,ham,9,42,1,0,0
2616,went ur hon lab one,ham,11,41,1,0,0
2617,cant pick phone right pl send messag,ham,11,51,2,0,0
2618,hey pple night excel locat wif breakfast hamper,ham,13,81,2,0,0
2619,forward hi mailbox messag sm alert match plea call back retriev messag match cc p min,spam,28,173,9,1,0
2620,come,ham,2,9,1,0,0
2621,lol nah bad thank good b home quit realiti check ur day u anyth websit,ham,29,136,5,0,0
2622,ok lor,ham,2,9,1,0,0
2623,come home dinner,ham,6,25,1,0,0
2624,da al r lt gt,ham,7,27,1,0,0
2625,free ring tone text poli everi week get new tone yr wk,spam,21,109,18,4,1
2626,unni thank dear recharg rakhesh,ham,8,45,2,0,0
2627,know lack particular dramastorm detail part worri,ham,24,115,3,0,0
2628,haha cant tmr forfeit haha,ham,12,65,3,0,0
2629,hey glad u r better hear u treat urself digi cam good r pm fab new year c u coupla wk,ham,34,139,5,0,0
2630,way go back,ham,7,28,2,0,0
2631,urgent mobil xxx bonu caller prize nd attempt reach call asap box n qp ppm,spam,30,154,29,4,0
2632,cal sir meet,ham,7,30,15,4,0
2633,love hear v see sundayish,ham,12,53,3,0,0
2634,sorri da thangam sorri held prasad,ham,12,59,1,0,0
2635,tiwari rcb battl bang kochi,ham,8,44,1,0,0
2636,thank god bed,ham,6,26,1,0,0
2637,cancer mom make big deal regular checkup aka pap smear,ham,19,85,3,0,0
2638,gobi art colleg,ham,5,23,1,0,0
2639,want talk,ham,7,27,1,0,0
2640,pandi join w technolog today got job,ham,8,47,1,0,0
2641,guarant latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,spam,27,147,24,1,0
2642,tri get lost fact tee hee,ham,11,49,3,0,0
2643,hi spoke maneesha v like know satisfi experi repli toll free ye,ham,26,126,17,1,1
2644,friend use call,ham,7,32,1,0,0
2645,sorri call later,ham,5,22,2,0,0
2646,em olowoyey usc edu great time argentina sad secretari everyth bless,ham,19,107,2,0,0
2647,taxt massag tie po argh ok lool,ham,10,46,2,0,0
2648,hi plea get lt gt dollar loan pay back mid februari pl,ham,21,96,3,0,0
2649,might want pull case plan spend much confid derek taylor money manag,ham,33,157,2,0,0
2650,like shake booti danc floor,ham,10,50,1,0,0
2651,text get call phone problem,ham,13,63,1,0,0
2652,need drug anymor,ham,6,29,1,0,0
2653,sorri da thought call lot time lil busi call noon,ham,19,87,1,0,0
2654,sarcasm nt scarcasim,ham,4,27,1,0,0
2655,great run ttyl,ham,8,33,2,0,0
2656,feel like tri kadeem v,ham,6,33,2,0,0
2657,dai lt gt naal eruku,ham,5,27,1,0,0
2658,yet chikku wat abt u,ham,6,26,1,0,0
2659,ok,ham,1,5,1,0,0
2660,want final lunch today,ham,6,33,1,0,0
2661,know dad back,ham,8,34,1,0,0
2662,hello darl today would love chat dont tell look like sexi,spam,29,130,2,0,0
2663,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,spam,36,165,18,2,1
2664,remain bro amongst bro,ham,6,29,1,0,0
2665,r u meet da ge nite tmr,ham,8,30,1,0,0
2666,nice day impress sensibl went home earli feel fine bore rememb,ham,28,140,3,0,0
2667,de look good,ham,6,34,2,0,0
2668,wanna get laid nite want real dog locat sent direct ur mobil join uk largest dog network txt park nyt ec lp msg,spam,32,163,14,2,0
2669,tri contact respon offer new nokia fone camcord hit repli call deliveri,spam,25,130,0,0,0
2670,ye repli mail go manag offic later plu bank later also wednesday,ham,23,117,4,0,0
2671,cool come like lt gt ish,ham,11,45,2,0,0
2672,super msg da nalla time,ham,5,27,1,0,0
2673,good afternoon boytoy feel today better hope good boy obedi slave plea queen,ham,28,153,8,0,0
2674,ft good combin,ham,10,41,2,0,0
2675,sick needi want pout stomp feet pout stomp feet want slave want,ham,26,136,6,0,0
2676,train back northampton afraid,ham,12,56,1,0,0
2677,abj serv stay dad alon,ham,13,64,2,0,0
2678,playng door game gt race phone lol,ham,11,50,1,0,0
2679,new tone week includ mcfli ab sara jorg shock smith switch order follow instruct next messag,spam,24,136,14,0,0
2680,solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hou maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant,ham,83,444,44,1,0
2681,da bu go home,ham,7,27,1,0,0
2682,got call landlin number ask come anna nagar go afternoon,ham,22,106,3,0,0
2683,okay chase dream good next,ham,14,66,4,0,0
2684,yupz oredi book slot weekend liao,ham,10,54,2,0,0
2685,urgent tri contact u today draw show prize guarant call land line claim c valid hr,spam,29,158,23,2,0
2686,r mani model soni ericson also der lt gt luk good bt forgot modl,ham,18,88,1,0,0
2687,oki,ham,1,4,1,0,0
2688,ye know cheesi song frosti snowman,ham,10,54,2,0,0
2689,ya ok vikki vl c witin lt gt min il repli u,ham,13,56,1,0,0
2690,sport fan get latest sport news str ur mobil wk free plu free tone txt sport www getz co uk norm txt p,spam,31,153,24,6,1
2691,hey tmr meet bugi,ham,6,27,1,0,0
2692,urgent urgent free flight europ give away call b th sept take friend free call claim ba nnfwfli ppm,spam,28,158,24,2,1
2693,nice new shirt thing wear nudist theme mu,ham,21,95,2,0,0
2694,hey sexi bun day word morn ym think,ham,19,95,6,1,0
2695,whenev see still hook,ham,12,52,1,0,0
2696,nope go home go pump petrol lor like go rain soon,ham,17,80,2,0,0
2697,use foreign stamp whatev send,ham,12,63,1,0,0
2698,lost help,spam,6,25,12,3,0
2699,oh babi hou come dont new pictur facebook,ham,15,73,2,0,0
2700,feb lt gt love u day send di ur valu frnd evn come back u gt marri person u luv u ignor di u lose ur luv evr,ham,40,169,22,3,0
2701,hiya sorri hav signal seen heard neither unusu put case get sort hug snog,ham,37,169,4,0,0
2702,omw back tampa west palm hear happen,ham,11,57,1,0,0
2703,yup alreadi thanx print n hand,ham,11,56,2,0,0
2704,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd p optout txt stop repli date,spam,28,156,16,2,1
2705,mean come chase state watch mani movi want,ham,26,113,1,0,0
2706,took tablet reaction morn,ham,9,50,2,0,0
2707,great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt cs,spam,28,160,35,6,1
2708,nah perpetu dd,ham,6,23,4,1,0
2709,sorri de went shop,ham,6,24,1,0,0
2710,hope enjoy new content text stop unsubscrib help p provid tone co uk,spam,19,118,2,0,0
2711,wen ur lovabl bcum angri wid u dnt take seriou coz angri childish n true way show deep affect care n luv kettoda manda nice day da,ham,34,179,3,0,1
2712,hey still want go yogasana coz end cine go bath hav steam bath,ham,23,101,2,0,0
2713,nope drivin neva develop da photo lei,ham,11,54,2,0,0
2714,think go reg pract lesson flung advanc haha wat time u go,ham,19,96,3,0,0
2715,cool lt gt inch long hope like big,ham,12,59,2,0,0
2716,hou maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,ham,27,166,4,0,0
2717,oki thanx,ham,2,14,2,0,0
2718,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop,spam,25,135,14,3,0
2719,go n buy juz buy get lar,ham,11,46,2,0,0
2720,ok lor,ham,2,9,1,0,0
2721,work technic support voic process,ham,7,46,1,0,0
2722,justbeen overa week sinc broke alreadi brain go mush,ham,17,84,1,0,0
2723,tund wish great day abiola,ham,14,71,3,0,0
2724,nope c,ham,4,20,3,0,0
2725,medic mission nigeria,ham,9,44,2,0,0
2726,movi laptop,ham,11,46,1,0,0
2727,whatsup dont u want sleep,ham,7,35,2,0,0
2728,urgent plea call landlin cash luxuri canari island holiday await collect cs sae award aq ppm,spam,26,154,15,1,0
2729,urgent plea call landlin complimentari lux costa del sol holiday cash await collect ppm sae cs jame eh rr,spam,29,166,20,2,0
2730,havent lei next mon,ham,6,28,2,0,0
2731,mm feel sleepi today shall get dear,ham,10,53,1,0,0
2732,dare stupid wont tell anyth hear wont talk,ham,17,82,3,0,0
2733,noe ben go,ham,7,26,2,0,0
2734,mag meet avo point,ham,11,48,1,0,0
2735,meant middl left right,ham,6,29,1,0,0
2736,realli crash cuddl sofa,ham,8,41,2,0,0
2737,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,ham,22,99,4,0,0
2738,sent price mean lt gt g,ham,13,55,1,0,0
2739,much buzi,ham,5,22,1,0,0
2740,noth,ham,2,15,2,0,0
2741,know u u know send chat let find p msg rcvd hg suit land row w j hl ldn year,spam,36,158,20,3,0
2742,work ring u thing whole hou scream brat pull hair love u,ham,23,119,2,0,0
2743,famili respond anyth room went home diwali one call come make feel like die,ham,32,154,3,0,0
2744,tick tick tick babe,ham,4,25,2,0,0
2745,r go today meet,ham,7,29,2,0,0
2746,k da mani page want,ham,7,29,1,0,0
2747,ya onion roast,ham,6,28,1,0,0
2748,send number give repli tomorrow morn said like ok,ham,18,89,1,0,0
2749,said problem let know,ham,12,56,4,0,0
2750,ok tell half hr b u come need prepar,ham,14,53,1,0,0
2751,play w comput aiyah tok u lor,ham,9,37,2,0,0
2752,sat right okay thank,ham,4,26,2,0,0
2753,derp wor dude alway want parti dude file complaint three drug abu live,ham,26,129,2,0,0
2754,ok chine food way get fat pay lipo,ham,16,69,4,0,0
2755,r outsid alreadi,ham,4,21,1,0,0
2756,good trip watch rememb get back must decid easter,ham,17,89,3,0,0
2757,yo watch movi netflix,ham,8,37,1,0,0
2758,time prob,ham,11,39,3,0,0
2759,meh thgt clash realli ah dun mind dun seen lost weight gee,ham,20,102,5,0,0
2760,dont thnk wrong call us,ham,9,42,1,0,0
2761,sure night menu know noon menu,ham,13,63,2,0,0
2762,arr birthday today wish get oscar,ham,10,50,3,1,0
2763,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,ham,34,163,47,11,0
2764,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,ham,39,200,4,0,0
2765,pick variou point,ham,7,41,0,0,0
2766,marri local women look discreet action real match instantli phone text match msg cost p stop txt stop bcmsfwc n xx,spam,27,155,18,1,0
2767,wow v v impress fun shop,ham,7,38,2,0,0
2768,way ur home,ham,8,26,1,0,0
2769,burger king wanna play footi top stadium get burger king st sept go larg super coca cola walk winner,spam,29,141,11,0,1
2770,problem talk later,ham,6,29,2,0,0
2771,ur si,ham,4,16,1,0,0
2772,still custom place,ham,4,23,1,0,0
2773,come take littl time child afraid dark becom teenag want stay night,spam,27,124,1,0,0
2774,dude u knw also telugu tht gud k gud nyt,ham,10,46,1,0,0
2775,confirm eat esplanad,ham,5,31,1,0,0
2776,send id password,ham,6,28,1,0,0
2777,kind took garag centr part exhaust need replac part order n take fix tomo morn,ham,22,118,4,0,0
2778,ur chanc win cash everi wk txt action c www movietrivia tv custcar x p wk,spam,26,124,12,2,1
2779,well might come,ham,6,29,2,0,0
2780,long quit get like minut day,ham,16,63,3,0,0
2781,like call mittelschmertz googl dont paracetamol dont worri go,ham,18,106,4,0,0
2782,well right gonna get check today steam sale pee text want come get,ham,29,121,2,0,0
2783,arriv see coupl day lt,ham,10,44,1,0,0
2784,k wat tht incid,ham,5,22,1,0,0
2785,yeah get unlimit,ham,4,22,1,0,0
2786,cthen thk shd b enuff still got conclu n content pg n refer b da content pg n cover pg,ham,24,116,3,0,0
2787,forgot take year shower sorri phone dead yet,ham,16,78,2,0,0
2788,got wat buy tell us need come,ham,15,59,3,0,0
2789,big god bring success,ham,8,43,2,0,0
2790,u bin award play instant cash call claim everi th player win min optout,spam,26,131,20,1,1
2791,r stayin extra week back next wed rugbi weekend hi c u soon ham,ham,28,124,3,0,0
2792,campu librari,ham,9,45,2,0,0
2793,affidavit say lt gt e twigg st divi g courtroom lt gt lt time gt doubl check text tomorrow,ham,26,142,11,2,0
2794,creep,ham,8,32,2,0,0
2795,tell friend plan valentin day lt url gt,ham,14,69,5,1,0
2796,get ten billion call text help god,ham,17,79,2,0,0
2797,puriti friendship two smile read forward messag smile see name gud evng musthu,ham,25,149,3,0,0
2798,told return order,ham,15,63,2,0,0
2799,hou maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic,ham,26,155,4,0,0
2800,depend u go lor,ham,6,29,1,0,0
2801,smile right go world wonder smile think crazi keep away grin,ham,29,145,1,0,0
2802,freemsg fav xma tone repli real,spam,6,33,19,4,1
2803,lil fever fine,ham,4,22,1,0,0
2804,think still car,ham,9,32,1,0,0
2805,,ham,3,10,1,0,0
2806,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,spam,27,158,13,1,1
2807,ye princess want catch big strong hand,ham,12,61,2,0,0
2808,oh yeah forgot u take shop,ham,13,57,3,0,0
2809,mm ask call radio,ham,9,36,1,0,0
2810,thinkin someon good drug,ham,10,52,2,0,0
2811,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,ham,34,163,47,11,0
2812,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,ham,27,133,1,0,0
2813,alright sure let know leav,ham,12,55,1,0,0
2814,last much hour might get lucki,ham,12,57,2,0,0
2815,geniu brother pl send number skype,ham,14,68,3,0,0
2816,gr poli tone mob direct u rpli poli titl eg poli breath titl crazyin sleepingwith finest ymca getz co uk pobox w wq p,spam,27,160,62,8,0
2817,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b abl join,ham,28,123,4,0,0
2818,forget privat properti good boy alway passion kiss,ham,21,111,2,0,0
2819,interflora late order interflora flower christma call place order midnight tomorrow,spam,22,137,14,1,0
2820,oh god taken teeth pain,ham,8,37,1,0,0
2821,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,spam,26,152,8,0,0
2822,u ask darren go n pick u lor oso sian tmr haf meet lect,ham,18,74,2,0,0
2823,need buy lunch eat maggi mee,ham,11,47,2,0,0
2824,congratul thank good friend u xma prize claim easi call p per minut bt nation rate,spam,30,158,13,3,0
2825,ok lor,ham,2,9,1,0,0
2826,oh right ok make sure load work day got realli nasti cough today dri n shot realli help,ham,33,149,2,0,0
2827,wife knew time murder exactli,ham,9,44,1,0,0
2828,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p,spam,31,160,40,5,0
2829,howz person stori,ham,4,23,1,0,0
2830,thanx send home,ham,5,26,1,0,0
2831,normal hot mail com see,ham,7,35,2,0,0
2832,tkt euro cup final cash collect call b pobox ppm,spam,20,111,26,5,0
2833,u sick still go shop,ham,6,29,1,0,0
2834,ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,ham,24,131,4,1,0
2835,nice nice work,ham,6,28,1,0,0
2836,reach home call,ham,6,23,0,0,0
2837,tri find chine food place around,ham,10,52,2,0,0
2838,easi mate guess quick drink bit ambiti,ham,9,53,1,0,0
2839,babe miiiiiiissssssssss need crave geeee sad without babe love,ham,21,131,10,1,0
2840,ok thanx,ham,2,11,1,0,0
2841,aathi dear,ham,5,27,0,0,0
2842,tunji queen wish great day abiola,ham,18,88,3,0,0
2843,today iz yellow rose day u love frndship give misscal amp send ur frndz amp see mani miss call u get u get miss u marri ur lover,ham,36,166,9,0,0
2844,class hour sorri,ham,10,42,2,0,0
2845,wat time u finish ur lect today,ham,7,32,1,0,0
2846,free messag jamster get crazi frog sound poli text mad real text mad crazi sound gbp week c appli,spam,33,157,15,1,1
2847,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpri wait sofa nake,ham,119,588,53,4,0
2848,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call,spam,30,151,48,10,0
2849,fine good hear dear happi new year oh,ham,17,74,4,0,0
2850,go wipro interview today,ham,7,39,1,0,0
2851,tall princess,ham,5,26,0,0,0
2852,doubt could handl time per night case,ham,12,57,1,0,0
2853,haha hope hear receipt sound gd luck,ham,10,54,4,0,0
2854,gonna death gonna leav note say rob fault aveng,ham,21,94,3,0,0
2855,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike,ham,62,276,33,4,0
2856,today workin free oso gee thgt u workin ur fren shop,ham,18,82,3,0,1
2857,life face choic toss coin becoz settl question coin air u know heart hope gudni,ham,33,160,5,0,0
2858,know god creat gap finger one made come amp fill gap hold hand love,ham,29,151,7,1,0
2859,want kiss feel next,ham,16,60,1,0,0
2860,happi say,ham,12,51,1,0,0
2861,adult content video shortli,spam,10,52,3,0,0
2862,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,ham,28,138,4,0,0
2863,say explicitli told nora know someon probabl gonna bother,ham,22,104,4,0,0
2864,say hi get ass back south tampa prefer kegger,ham,16,75,1,0,0
2865,smith wast da wanna gayl,ham,6,29,1,0,0
2866,mum sent mani mani messag sinc got want know actual get enjoy rest day,ham,30,142,3,0,0
2867,aight tomorrow around lt gt,ham,7,40,1,0,0
2868,hou maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,ham,27,166,4,0,0
2869,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call,spam,30,152,48,10,0
2870,actual first time went bed long spoke woke night,ham,30,130,4,0,0
2871,see,ham,3,15,1,0,0
2872,dont understand messag,ham,5,31,1,0,0
2873,crucifi c told earlier,ham,11,52,2,0,0
2874,idk keep say sinc move keep head freedom vs respon tire much shit deal bare keep togeth get ad,ham,46,234,4,0,1
2875,fuck cedar key fuck come anyway tho,ham,10,50,1,0,0
2876,twenti past five said train durham alreadi coz reserv seat,ham,22,103,0,0,0
2877,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wc n xx,spam,29,140,27,4,1
2878,u still paint ur wall,ham,5,25,1,0,0
2879,last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob pobox uz sub,spam,29,154,23,1,0
2880,printer cool mean groovi wine groovi,ham,9,49,3,0,1
2881,hi harish rent transfr ur acnt,ham,10,47,3,0,0
2882,anyth lor come,ham,5,27,1,0,0
2883,cbe realli good nowaday lot shop showroom citi shape good,ham,14,77,1,0,0
2884,still attend da talk,ham,5,28,2,0,0
2885,prob hon u doinat mo,ham,8,34,2,0,0
2886,k take care,ham,7,22,2,0,0
2887,take phone callon friday assum year,ham,22,95,3,0,0
2888,batteri low babe,ham,5,22,1,0,0
2889,shuhui bought ron present swatch watch,ham,11,54,1,0,0
2890,yeah quit bit left swing tomorrow get,ham,16,67,3,0,1
2891,babe said hour almost internet,ham,15,73,3,0,0
2892,k sure get noon see,ham,15,56,2,0,0
2893,k k yesterday cbe,ham,7,32,1,0,0
2894,went ganesh dress shop,ham,5,25,1,0,0
2895,pdate doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl,spam,22,163,19,2,1
2896,collect ur laptop go configur da set izzit,ham,11,66,2,0,0
2897,r home come within min,ham,10,43,1,0,0
2898,aight latest probabl closer jay tyler two trip,ham,26,121,3,0,0
2899,come aftr lt decim gt clean hou,ham,11,55,8,1,0
2900,ur cash balanc current pound maxim ur cash send cash p msg cc po box tcr w,spam,28,139,16,5,0
2901,bill letter expect one orang bill may still say orang,ham,27,126,4,0,0
2902,tell pa pain de,ham,7,27,2,0,0
2903,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want man gang bang,ham,35,141,105,27,0
2904,ha know either clever simpl thing pear day perfect christma,ham,23,111,4,0,0
2905,helloooo wake sweet morn welcom enjoy day full joy gud mrng,ham,16,125,14,2,0
2906,alrit,ham,1,6,6,1,0
2907,must sit around wait summer day celebr magic sight world dress white oooooh let snow,ham,27,142,3,0,0
2908,urgent mobil number award prize guarant call land line claim valid hr,spam,23,137,21,2,0
2909,guy go see movi side,ham,11,46,1,0,0
2910,sorri meet call later,ham,7,32,2,0,0
2911,tell think plu go stop run,ham,21,89,2,0,0
2912,kindli send one flat lt decim gt today,ham,12,64,8,1,0
2913,sorri u unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info,spam,28,148,19,4,0
2914,noth lor bit bore dun u go home earli sleep today,ham,16,77,3,0,0
2915,time tell friend around,ham,10,47,2,0,0
2916,ye fine love safe,ham,9,42,3,0,0
2917,thank chikku gud nyt,ham,4,29,1,0,0
2918,xy ur car u pick,ham,10,37,1,0,0
2919,thanx time spent geva bin mint ur babi want u xxxx,ham,20,86,5,0,0
2920,yo way could pick someth tonight,ham,9,47,1,0,0
2921,sent send,ham,9,33,2,0,0
2922,fine simpli sit,ham,4,23,1,0,0
2923,tht god gift bird human hav natur gift frm god,ham,14,67,1,0,0
2924,come day class,ham,7,32,1,0,0
2925,im done studyn librari,ham,6,31,2,0,0
2926,ok u enjoy ur show,ham,5,25,2,0,0
2927,anyth,ham,1,11,1,0,0
2928,wuld without babi thought alon mite break wanna go crazi everyboy need ladi xxxxxxxx,ham,25,129,5,0,0
2929,wat dear sleep ah,ham,7,33,2,0,0
2930,hi test lt gt rd,ham,6,30,2,0,0
2931,student solv cat question xam lt gt lt gt lt gt tell answer u r brilliant thing got answr,ham,41,183,5,1,0
2932,yo know anyon lt gt otherwi abl buy liquor guy flake right get hold somebodi loko night,ham,34,156,2,0,0
2933,yup n fren lor meet fren,ham,12,47,2,0,0
2934,yeah got one line us,ham,8,32,1,0,0
2935,stop wonder wow ever go stop tm ing tm whenev want mine laugh,ham,26,137,7,1,0
2936,lol yep yesterday alreadi got fireplac anoth icon sit,ham,18,101,3,0,0
2937,hey book pilat yoga lesson alreadi haha,ham,11,59,2,0,0
2938,ok happen behav like,ham,9,43,2,0,0
2939,new messag plea call,spam,8,48,2,0,0
2940,supervisor find one lor thk student havent ask yet tell u aft ask,ham,22,95,3,0,0
2941,hello news job make wait fifth week yeah im woozl weasel exet still home,ham,29,142,4,0,0
2942,messag responc happend,ham,6,38,1,0,0
2943,current messag await collect collect messag call,spam,15,100,2,0,0
2944,hey babe sorri get sooner gari come fix cau think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,ham,74,327,5,0,0
2945,make fuck sake x,ham,7,29,0,0,0
2946,leav u alway ignor,ham,7,36,2,0,0
2947,nope b go sch fri quit earli lor co si got paper da morn,ham,21,87,1,0,0
2948,bruce b amp fletcher,ham,7,35,0,0,0
2949,said would woke,ham,12,62,3,0,0
2950,hey free call,ham,8,32,1,0,1
2951,tell pl,ham,5,24,1,0,0
2952,urgent mobil award bonu caller prize final attempt contact u call,spam,24,120,13,1,0
2953,think might give miss teach til twelv lectur two damn work thing,ham,22,112,3,0,0
2954,id check like bowl worth left,ham,13,57,1,0,0
2955,ye mani sweet,ham,5,26,1,0,0
2956,would still cozi exhaust last night nobodi went school work everyth close,ham,21,110,4,0,0
2957,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care,spam,28,147,24,3,0
2958,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,ham,28,147,8,0,0
2959,sir send group mail check,ham,7,32,1,0,0
2960,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt n half page,ham,31,151,2,0,0
2961,none nowher ikno doesdiscount shitinnit,ham,5,44,36,5,0
2962,dont know jabo abi,ham,7,30,1,0,0
2963,ever notic drive anyon go slower idiot everyon drive faster maniac,spam,26,135,1,0,0
2964,yet ya sapna aunti maneg day hogidh chinnu full weak swalpa black agidhan,ham,17,94,1,0,0
2965,good babi,ham,5,28,1,0,0
2966,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt,ham,28,164,17,3,0
2967,mostli sport type lyk footbl crckt,ham,6,38,1,0,0
2968,head dey swell oh thank make day,ham,10,46,2,0,0
2969,u make fb list,ham,6,23,1,0,0
2970,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student,ham,53,269,8,0,0
2971,sari need tim bollox hurt lot tol,ham,16,65,2,0,0
2972,happi new year princess,ham,4,24,4,0,0
2973,text carlo let know hang,ham,10,42,1,0,0
2974,worri easi ingredi,ham,8,45,1,0,0
2975,love u littl poci bell sorri love u,ham,15,54,3,0,0
2976,ok omw castor,ham,6,26,1,0,0
2977,yar lor keep rain non stop u wan go elsewh,ham,12,60,3,0,0
2978,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd call optout qf,spam,23,159,24,2,1
2979,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard smth lor,ham,34,141,4,0,0
2980,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,ham,30,153,20,2,0
2981,tonight yeah,ham,8,35,3,0,0
2982,eat fo lunch senor,ham,7,32,1,0,0
2983,said right giggl saw u would possibl first person die nvq think much could,ham,29,143,5,1,0
2984,break time one come n get stuff fr,ham,14,60,4,0,0
2985,repli win weekli profess sport tiger wood play send stop end servic,spam,20,107,9,1,1
2986,see see mayb reboot ym seen buzz,ham,23,96,4,0,0
2987,still grinder,ham,6,30,1,0,0
2988,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info,spam,31,147,21,3,1
2989,love deci feel could decid love life would much simpler less magic,ham,26,126,2,0,0
2990,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call,spam,24,122,29,5,0
2991,k see k,ham,11,41,1,0,0
2992,list buyer,ham,8,30,1,0,0
2993,idea guess work hour suppo leav sinc usual nobodi interest figur shit last second,ham,32,157,2,0,0
2994,mm entir sure understood text hey ho weekend,ham,13,71,3,0,0
2995,relea vday shirt u put make bottom half nake instead white underwear,ham,21,112,1,0,0
2996,know watch film comput,ham,8,43,1,0,0
2997,b thursday,ham,3,14,2,0,0
2998,oh phone phone disconnect,ham,9,49,1,0,0
2999,id onluy matter get offcampu,ham,8,47,1,0,0
3000,messag free welcom new improv sex dog club unsubscrib servic repli stop msg p,spam,23,134,9,1,1
3001,excel see riley plan,ham,9,42,2,0,0
3002,see half hour,ham,7,26,1,0,0
3003,tkt euro cup final cash collect call b pobox ppm,spam,20,111,26,5,0
3004,ew one,ham,6,23,1,0,0
3005,also hi wesley,ham,7,30,1,0,0
3006,ah see lingo let know wot earth finish make,ham,25,108,3,0,0
3007,loan purpo homeown tenant welcom previou refu still help call free text back help,spam,29,164,7,0,1
3008,updat mth half price orang line rental min call mobileupd call optout j q,spam,15,110,11,0,0
3009,imagin life without see fast u search worri l alway disturb u goodnoon,ham,22,119,16,2,0
3010,hm good morn headach anyon,ham,5,37,1,0,0
3011,yeah prob last night obviou catch speak soon,ham,13,75,2,0,0
3012,free unlimit hardcor porn direct mobil txt porn get free access hr chrgd p per day txt stop exit msg free,spam,30,152,36,6,1
3013,might go sch yar e salon v bore,ham,12,46,2,0,0
3014,lt gt min stop somewh first,ham,10,51,0,0,0
3015,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,ham,74,461,78,6,0
3016,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,ham,20,127,2,0,0
3017,get second half messag,ham,10,44,1,0,0
3018,wat time u wan meet later,ham,9,34,1,0,0
3019,thank much selfless love plenti,ham,15,72,2,0,0
3020,film ill call later,ham,7,30,1,0,0
3021,dare chang ring,ham,6,27,1,0,0
3022,bad girl ladi,ham,11,48,2,0,0
3023,love ya tri budget money better babe gari would freak knew,ham,20,90,2,0,0
3024,part initi understand,ham,10,52,1,0,0
3025,finish lunch alreadi u wake alreadi,ham,9,47,2,0,0
3026,still game,ham,5,22,1,0,0
